scenario,scenario_name,success,collision,reason_for_failure,gif_path,task_time_s,avg_speed_mps,min_clearance_m,t_c_s,t95_s,Omega_bar,C_Omega,URR
recorded/hand-crafted/BRA_VilaVelha-92_1_T-10.xml,BRA_VilaVelha-92_1_T-10,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/BRA_VilaVelha-92_1_T-10.gif,3.3000000000000003,11.397978975166483,3.4819286023264757,0.9583964203343247,1.440696382522583,2.6363636363636362,0.9696969696969697,0.0
recorded/hand-crafted/vv_samples/vv_001.xml,vv_001,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_001.gif,3.6,10.300277304395244,3.146398846939652,0.7719577484660678,1.2532368302345276,2.4722222222222223,0.9722222222222222,0.0
recorded/hand-crafted/vv_samples/vv_002.xml,vv_002,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_002.gif,3.0,12.434731591036858,3.34050259700702,0.5995156447092692,1.2008126854896544,2.533333333333333,0.9333333333333333,0.0
recorded/hand-crafted/vv_samples/vv_003.xml,vv_003,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_003.gif,3.1,12.064166949357851,3.49867483357249,1.12991589115512,1.6238030195236206,2.774193548387097,0.9354838709677419,0.0
recorded/hand-crafted/vv_samples/vv_004.xml,vv_004,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_004.gif,3.3000000000000003,11.200555744636254,2.8988582758841144,0.8037293535290342,1.3173058986663817,2.5757575757575757,0.8484848484848485,0.0
recorded/hand-crafted/vv_samples/vv_005.xml,vv_005,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_005.gif,3.2,11.63752503034558,3.504650197913106,1.0025011524558067,1.5483824014663696,2.78125,0.9375,0.0
recorded/hand-crafted/vv_samples/vv_006.xml,vv_006,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_006.gif,3.0,12.181904266451665,3.502292862599233,1.0616238911946614,1.3856492042541502,2.7666666666666666,0.9333333333333333,0.0
recorded/hand-crafted/vv_samples/vv_007.xml,vv_007,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_007.gif,3.6,11.070004517760283,3.3444702370983705,0.8193951381577386,1.3960684537887573,2.611111111111111,0.8888888888888888,0.0
recorded/hand-crafted/vv_samples/vv_008.xml,vv_008,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_008.gif,3.5,10.55025506124693,3.3902945589806586,1.3633247647966658,2.035456418991089,2.4857142857142858,0.9714285714285714,0.0
recorded/hand-crafted/vv_samples/vv_009.xml,vv_009,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_009.gif,3.0,12.241507948890034,2.874378427346536,0.8197576522827148,1.452023375034332,2.6333333333333333,0.9,0.0
recorded/hand-crafted/vv_samples/vv_010.xml,vv_010,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_010.gif,3.0,12.267409431557317,4.27033476548672,1.0177797158559163,1.4518833994865412,2.8333333333333335,1.0,0.0
recorded/hand-crafted/vv_samples/vv_011.xml,vv_011,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_011.gif,3.2,11.746301902378598,3.3014330478540894,1.0492341741919518,1.5082698225975038,2.5,0.9375,0.0
recorded/hand-crafted/vv_samples/vv_012.xml,vv_012,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_012.gif,3.2,11.629267210722904,3.5123244205657715,1.0667511448264122,1.509204924106598,2.78125,0.9375,0.0
recorded/hand-crafted/vv_samples/vv_013.xml,vv_013,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_013.gif,3.1,11.82767705504293,3.538407514333825,1.0556742991170576,1.4815802574157715,2.7096774193548385,0.9032258064516129,0.0
recorded/hand-crafted/vv_samples/vv_014.xml,vv_014,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_014.gif,3.0,12.504771074700212,3.4469055820873336,0.9088122606277466,1.531124198436737,2.6333333333333333,0.9666666666666667,0.0
recorded/hand-crafted/vv_samples/vv_015.xml,vv_015,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_015.gif,3.7,10.69189130027674,3.3881913486792623,1.042025443669912,1.5760885715484612,2.5945945945945947,0.8918918918918919,0.0
recorded/hand-crafted/vv_samples/vv_016.xml,vv_016,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_016.gif,3.5,11.28197761195066,3.156584310928073,1.0748224326542446,1.7466348648071286,2.6,0.9142857142857143,0.0
recorded/hand-crafted/vv_samples/vv_017.xml,vv_017,False,True,Collision detected.,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_017.gif,2.8000000000000003,10.283624700919757,2.713937064366344,0.7921425700187683,1.3936197638511656,2.642857142857143,0.8214285714285714,0.0
recorded/hand-crafted/vv_samples/vv_018.xml,vv_018,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_018.gif,3.5,11.115156849381899,3.3986181652141583,1.3268010480063301,2.0145290851593005,2.5428571428571427,0.9714285714285714,0.0
recorded/hand-crafted/vv_samples/vv_019.xml,vv_019,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20/robust_single/gifs/vv_019.gif,3.4000000000000004,11.620581783281322,3.2803106142482847,0.9531752151601455,1.4827295064926145,2.5588235294117645,0.9411764705882353,0.0
