scenario,scenario_name,success,collision,reason_for_failure,gif_path,task_time_s,avg_speed_mps,min_clearance_m,t_c_s,t95_s,Omega_bar,C_Omega,URR
recorded/hand-crafted/BRA_VilaVelha-92_1_T-10.xml,BRA_VilaVelha-92_1_T-10,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/BRA_VilaVelha-92_1_T-10.gif,3.3000000000000003,11.397978975166483,3.4819286023264757,0.6918766570813728,1.0269258499145506,2.6363636363636362,0.9696969696969697,0.0
recorded/hand-crafted/vv_samples/vv_001.xml,vv_001,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_001.gif,3.6,10.300277304395244,3.146398846939652,0.5558108223809136,0.9064944386482239,2.4722222222222223,0.9722222222222222,0.0
recorded/hand-crafted/vv_samples/vv_002.xml,vv_002,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_002.gif,3.0,12.434731591036858,3.34050259700702,0.39049843152364094,0.6369625329971311,2.533333333333333,0.9333333333333333,0.0
recorded/hand-crafted/vv_samples/vv_003.xml,vv_003,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_003.gif,3.1,12.064166949357851,3.49867483357249,0.7869239391819123,1.1775692701339722,2.774193548387097,0.9354838709677419,0.0
recorded/hand-crafted/vv_samples/vv_004.xml,vv_004,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_004.gif,3.3000000000000003,11.294283016846762,2.894947579613057,0.5159415476249926,0.8198688983917235,2.5757575757575757,0.8484848484848485,0.0
recorded/hand-crafted/vv_samples/vv_005.xml,vv_005,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_005.gif,3.2,11.63752503034558,3.504650197913106,0.6850924119353294,0.9538362145423889,2.78125,0.9375,0.0
recorded/hand-crafted/vv_samples/vv_006.xml,vv_006,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_006.gif,3.0,12.181904266451665,3.502292862599233,0.7200603087743124,0.95377516746521,2.7666666666666666,0.9333333333333333,0.0
recorded/hand-crafted/vv_samples/vv_007.xml,vv_007,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_007.gif,3.6,11.070004517760283,3.3444702370983705,0.5227343704965379,0.8611048460006714,2.611111111111111,0.8888888888888888,0.0
recorded/hand-crafted/vv_samples/vv_008.xml,vv_008,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_008.gif,3.5,10.55025506124693,3.3902945589806586,0.9408767768314906,1.420827293395996,2.4857142857142858,0.9714285714285714,0.0
recorded/hand-crafted/vv_samples/vv_009.xml,vv_009,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_009.gif,3.0,12.241507948890034,2.874378427346536,0.5574554840723673,0.9153978228569031,2.6333333333333333,0.9,0.0
recorded/hand-crafted/vv_samples/vv_010.xml,vv_010,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_010.gif,3.0,12.267409431557317,4.27033476548672,0.67740478515625,1.0413473486900324,2.8333333333333335,1.0,0.0
recorded/hand-crafted/vv_samples/vv_011.xml,vv_011,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_011.gif,3.2,11.746301902378598,3.3014330478540894,0.6895580813288689,0.9924960136413574,2.5,0.9375,0.0
recorded/hand-crafted/vv_samples/vv_012.xml,vv_012,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_012.gif,3.2,11.629267210722904,3.5123244205657715,0.6981886774301529,0.9793246030807495,2.78125,0.9375,0.0
recorded/hand-crafted/vv_samples/vv_013.xml,vv_013,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_013.gif,3.1,11.82767705504293,3.538407514333825,0.6903975471373527,0.9193259477615356,2.7096774193548385,0.9032258064516129,0.0
recorded/hand-crafted/vv_samples/vv_014.xml,vv_014,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_014.gif,3.0,12.504771074700212,3.4469055820873336,0.6034200588862101,0.8947779417037964,2.6333333333333333,0.9666666666666667,0.0
recorded/hand-crafted/vv_samples/vv_015.xml,vv_015,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_015.gif,3.7,10.69189130027674,3.3881913486792623,0.675396287763441,1.1400315761566158,2.5945945945945947,0.8918918918918919,0.0
recorded/hand-crafted/vv_samples/vv_016.xml,vv_016,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_016.gif,3.5,11.28197761195066,3.156584310928073,0.7102699211665562,1.0284751415252686,2.6,0.9142857142857143,0.0
recorded/hand-crafted/vv_samples/vv_017.xml,vv_017,False,True,Collision detected.,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_017.gif,2.8000000000000003,10.283624700919757,2.713937064366344,0.5038323998451233,0.9570822238922116,2.642857142857143,0.8214285714285714,0.0
recorded/hand-crafted/vv_samples/vv_018.xml,vv_018,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_018.gif,3.5,11.115156849381899,3.3986181652141583,0.8706714970724924,1.2322093963623044,2.5428571428571427,0.9714285714285714,0.0
recorded/hand-crafted/vv_samples/vv_019.xml,vv_019,True,False,,/home/yanjun/NewDisk/beliefplanning/planner/Frenet/results/method_compare_20_v4/ours_wo_Rec/gifs/vv_019.gif,3.4000000000000004,11.620581783281322,3.2803106142482847,0.6243417052661672,0.9927892565727233,2.5588235294117645,0.9411764705882353,0.0
